Date,Product_ID,Product_Name,Category,Units_Sold,Selling_Price,Current_Stock,Supplier_Lead_Time,Day_Of_Week,Month,Season,Festival,Weekend
2025-07-07,P006,Milk,Dairy,10,30,85,4,Monday,7,Monsoon,No,No
2025-07-07,P007,Shampoo,Personal Care,20,180,307,9,Monday,7,Monsoon,No,No
2025-07-07,P008,Soap,Personal Care,20,40,151,10,Monday,7,Monsoon,No,No
2025-07-07,P009,Cold Drink,Beverages,12,50,191,4,Monday,7,Monsoon,No,No
2025-07-07,P010,Chips,Snacks,22,25,156,3,Monday,7,Monsoon,No,No
2025-07-07,P011,Detergent,Household,6,220,163,9,Monday,7,Monsoon,No,No
2025-07-07,P012,Flour,Grocery,24,60,58,4,Monday,7,Monsoon,No,No
2025-07-07,P013,Coffee,Beverages,11,250,496,6,Monday,7,Monsoon,No,No
2025-07-07,P014,Toothpaste,Personal Care,25,90,88,8,Monday,7,Monsoon,No,No
2025-07-07,P015,Instant Noodles,Food,16,35,353,5,Monday,7,Monsoon,No,No
2025-07-08,P001,Rice 5kg,Grocery,13,450,249,9,Tuesday,7,Monsoon,No,No
2025-07-08,P002,Sugar 1kg,Grocery,22,55,327,10,Tuesday,7,Monsoon,No,No
2025-07-08,P003,Tea Pack,Beverages,26,120,332,9,Tuesday,7,Monsoon,No,No
2025-07-08,P004,Cooking Oil,Grocery,16,180,83,4,Tuesday,7,Monsoon,No,No
2025-07-08,P005,Biscuits,Snacks,15,20,59,6,Tuesday,7,Monsoon,No,No
2025-07-08,P006,Milk,Dairy,16,30,474,8,Tuesday,7,Monsoon,No,No
2025-07-08,P007,Shampoo,Personal Care,16,180,177,4,Tuesday,7,Monsoon,No,No
2025-07-08,P008,Soap,Personal Care,10,40,349,6,Tuesday,7,Monsoon,No,No
2025-07-08,P009,Cold Drink,Beverages,17,50,150,7,Tuesday,7,Monsoon,No,No
2025-07-08,P010,Chips,Snacks,22,25,59,7,Tuesday,7,Monsoon,No,No
2025-07-08,P011,Detergent,Household,11,220,435,6,Tuesday,7,Monsoon,No,No
2025-07-08,P012,Flour,Grocery,17,60,278,6,Tuesday,7,Monsoon,No,No
2025-07-08,P013,Coffee,Beverages,19,250,101,2,Tuesday,7,Monsoon,No,No
2025-07-08,P014,Toothpaste,Personal Care,7,90,196,2,Tuesday,7,Monsoon,No,No
2025-07-08,P015,Instant Noodles,Food,17,35,475,7,Tuesday,7,Monsoon,No,No
2025-07-09,P001,Rice 5kg,Grocery,22,450,405,6,Wednesday,7,Monsoon,No,No
2025-07-09,P002,Sugar 1kg,Grocery,12,55,497,10,Wednesday,7,Monsoon,No,No
2025-07-09,P003,Tea Pack,Beverages,10,120,308,5,Wednesday,7,Monsoon,No,No
2025-07-09,P004,Cooking Oil,Grocery,11,180,389,9,Wednesday,7,Monsoon,No,No
2025-07-09,P005,Biscuits,Snacks,25,20,87,9,Wednesday,7,Monsoon,No,No
2025-07-09,P006,Milk,Dairy,21,30,222,2,Wednesday,7,Monsoon,No,No
2025-07-09,P007,Shampoo,Personal Care,6,180,169,6,Wednesday,7,Monsoon,No,No
2025-07-09,P008,Soap,Personal Care,15,40,296,7,Wednesday,7,Monsoon,No,No
2025-07-09,P009,Cold Drink,Beverages,15,50,80,2,Wednesday,7,Monsoon,No,No
2025-07-09,P010,Chips,Snacks,15,25,175,10,Wednesday,7,Monsoon,No,No
2025-07-09,P011,Detergent,Household,18,220,180,5,Wednesday,7,Monsoon,No,No
2025-07-09,P012,Flour,Grocery,11,60,285,5,Wednesday,7,Monsoon,No,No
2025-07-09,P013,Coffee,Beverages,17,250,319,3,Wednesday,7,Monsoon,No,No
2025-07-09,P014,Toothpaste,Personal Care,12,90,159,3,Wednesday,7,Monsoon,No,No
2025-07-09,P015,Instant Noodles,Food,23,35,69,6,Wednesday,7,Monsoon,No,No
2025-07-10,P001,Rice 5kg,Grocery,14,450,457,5,Thursday,7,Monsoon,No,No
2025-07-10,P002,Sugar 1kg,Grocery,23,55,136,6,Thursday,7,Monsoon,No,No
2025-07-10,P003,Tea Pack,Beverages,15,120,175,6,Thursday,7,Monsoon,No,No
2025-07-10,P004,Cooking Oil,Grocery,13,180,365,2,Thursday,7,Monsoon,No,No
2025-07-10,P005,Biscuits,Snacks,24,20,386,6,Thursday,7,Monsoon,No,No
2025-07-10,P006,Milk,Dairy,11,30,455,6,Thursday,7,Monsoon,No,No
2025-07-10,P007,Shampoo,Personal Care,8,180,435,10,Thursday,7,Monsoon,No,No
2025-07-10,P008,Soap,Personal Care,16,40,317,9,Thursday,7,Monsoon,No,No
2025-07-10,P009,Cold Drink,Beverages,12,50,77,4,Thursday,7,Monsoon,No,No
2025-07-10,P010,Chips,Snacks,14,25,435,5,Thursday,7,Monsoon,No,No
2025-07-10,P011,Detergent,Household,28,220,226,5,Thursday,7,Monsoon,No,No
2025-07-10,P012,Flour,Grocery,14,60,440,10,Thursday,7,Monsoon,No,No
2025-07-10,P013,Coffee,Beverages,13,250,392,4,Thursday,7,Monsoon,No,No
2025-07-10,P014,Toothpaste,Personal Care,11,90,138,2,Thursday,7,Monsoon,No,No
2025-07-10,P015,Instant Noodles,Food,10,35,235,10,Thursday,7,Monsoon,No,No
2025-07-11,P001,Rice 5kg,Grocery,14,450,306,8,Friday,7,Monsoon,No,No
2025-07-11,P002,Sugar 1kg,Grocery,28,55,391,7,Friday,7,Monsoon,No,No
2025-07-11,P003,Tea Pack,Beverages,22,120,151,9,Friday,7,Monsoon,No,No
2025-07-11,P004,Cooking Oil,Grocery,18,180,469,6,Friday,7,Monsoon,No,No
2025-07-11,P005,Biscuits,Snacks,14,20,72,10,Friday,7,Monsoon,No,No
2025-07-11,P006,Milk,Dairy,28,30,248,7,Friday,7,Monsoon,No,No
2025-07-11,P007,Shampoo,Personal Care,23,180,229,6,Friday,7,Monsoon,No,No
2025-07-11,P008,Soap,Personal Care,21,40,213,2,Friday,7,Monsoon,No,No
2025-07-11,P009,Cold Drink,Beverages,27,50,466,2,Friday,7,Monsoon,No,No
2025-07-11,P010,Chips,Snacks,25,25,158,10,Friday,7,Monsoon,No,No
2025-07-11,P011,Detergent,Household,10,220,381,4,Friday,7,Monsoon,No,No
2025-07-11,P012,Flour,Grocery,13,60,152,2,Friday,7,Monsoon,No,No
2025-07-11,P013,Coffee,Beverages,19,250,102,8,Friday,7,Monsoon,No,No
2025-07-11,P014,Toothpaste,Personal Care,14,90,103,9,Friday,7,Monsoon,No,No
2025-07-11,P015,Instant Noodles,Food,25,35,205,2,Friday,7,Monsoon,No,No
2025-07-12,P001,Rice 5kg,Grocery,11,450,183,8,Saturday,7,Monsoon,No,Yes
2025-07-12,P002,Sugar 1kg,Grocery,19,55,235,4,Saturday,7,Monsoon,No,Yes
2025-07-12,P003,Tea Pack,Beverages,16,120,122,4,Saturday,7,Monsoon,No,Yes
2025-07-12,P004,Cooking Oil,Grocery,17,180,56,4,Saturday,7,Monsoon,No,Yes
2025-07-12,P005,Biscuits,Snacks,19,20,338,6,Saturday,7,Monsoon,No,Yes
2025-07-12,P006,Milk,Dairy,10,30,398,4,Saturday,7,Monsoon,No,Yes
2025-07-12,P007,Shampoo,Personal Care,14,180,252,5,Saturday,7,Monsoon,No,Yes
2025-07-12,P008,Soap,Personal Care,29,40,187,10,Saturday,7,Monsoon,No,Yes
2025-07-12,P009,Cold Drink,Beverages,11,50,108,4,Saturday,7,Monsoon,No,Yes
2025-07-12,P010,Chips,Snacks,31,25,124,10,Saturday,7,Monsoon,No,Yes
2025-07-12,P011,Detergent,Household,18,220,86,7,Saturday,7,Monsoon,No,Yes
2025-07-12,P012,Flour,Grocery,17,60,96,2,Saturday,7,Monsoon,No,Yes
2025-07-12,P013,Coffee,Beverages,23,250,491,10,Saturday,7,Monsoon,No,Yes
2025-07-12,P014,Toothpaste,Personal Care,18,90,58,4,Saturday,7,Monsoon,No,Yes
2025-07-12,P015,Instant Noodles,Food,27,35,152,10,Saturday,7,Monsoon,No,Yes
2025-07-13,P001,Rice 5kg,Grocery,29,450,378,7,Sunday,7,Monsoon,No,Yes
2025-07-13,P002,Sugar 1kg,Grocery,19,55,392,9,Sunday,7,Monsoon,No,Yes
2025-07-13,P003,Tea Pack,Beverages,28,120,354,9,Sunday,7,Monsoon,No,Yes
2025-07-13,P004,Cooking Oil,Grocery,11,180,265,2,Sunday,7,Monsoon,No,Yes
2025-07-13,P005,Biscuits,Snacks,39,20,387,9,Sunday,7,Monsoon,No,Yes
2025-07-13,P006,Milk,Dairy,23,30,347,9,Sunday,7,Monsoon,No,Yes
2025-07-13,P007,Shampoo,Personal Care,20,180,464,9,Sunday,7,Monsoon,No,Yes
2025-07-13,P008,Soap,Personal Care,19,40,188,6,Sunday,7,Monsoon,No,Yes
2025-07-13,P009,Cold Drink,Beverages,34,50,219,5,Sunday,7,Monsoon,No,Yes
2025-07-13,P010,Chips,Snacks,45,25,122,4,Sunday,7,Monsoon,No,Yes
2025-07-13,P011,Detergent,Household,13,220,109,2,Sunday,7,Monsoon,No,Yes
2025-07-13,P012,Flour,Grocery,16,60,128,8,Sunday,7,Monsoon,No,Yes
2025-07-13,P013,Coffee,Beverages,14,250,476,7,Sunday,7,Monsoon,No,Yes
2025-07-13,P014,Toothpaste,Personal Care,20,90,281,4,Sunday,7,Monsoon,No,Yes
2025-07-13,P015,Instant Noodles,Food,30,35,177,2,Sunday,7,Monsoon,No,Yes
2025-07-14,P001,Rice 5kg,Grocery,19,450,218,8,Monday,7,Monsoon,No,No
2025-07-14,P002,Sugar 1kg,Grocery,14,55,117,6,Monday,7,Monsoon,No,No
2025-07-14,P003,Tea Pack,Beverages,16,120,219,3,Monday,7,Monsoon,No,No
2025-07-14,P004,Cooking Oil,Grocery,16,180,498,10,Monday,7,Monsoon,No,No
2025-07-14,P005,Biscuits,Snacks,7,20,442,3,Monday,7,Monsoon,No,No
2025-07-14,P006,Milk,Dairy,19,30,165,3,Monday,7,Monsoon,No,No
2025-07-14,P007,Shampoo,Personal Care,24,180,462,9,Monday,7,Monsoon,No,No
2025-07-14,P008,Soap,Personal Care,21,40,452,3,Monday,7,Monsoon,No,No
2025-07-14,P009,Cold Drink,Beverages,22,50,218,3,Monday,7,Monsoon,No,No
2025-07-14,P010,Chips,Snacks,24,25,161,7,Monday,7,Monsoon,No,No
2025-07-14,P011,Detergent,Household,12,220,182,4,Monday,7,Monsoon,No,No
2025-07-14,P012,Flour,Grocery,22,60,50,7,Monday,7,Monsoon,No,No
2025-07-14,P013,Coffee,Beverages,22,250,495,7,Monday,7,Monsoon,No,No
2025-07-14,P014,Toothpaste,Personal Care,21,90,184,8,Monday,7,Monsoon,No,No
2025-07-14,P015,Instant Noodles,Food,22,35,417,5,Monday,7,Monsoon,No,No
2025-07-15,P001,Rice 5kg,Grocery,23,450,391,7,Tuesday,7,Monsoon,No,No
2025-07-15,P002,Sugar 1kg,Grocery,12,55,461,2,Tuesday,7,Monsoon,No,No
2025-07-15,P003,Tea Pack,Beverages,20,120,113,3,Tuesday,7,Monsoon,No,No
2025-07-15,P004,Cooking Oil,Grocery,9,180,93,9,Tuesday,7,Monsoon,No,No
2025-07-15,P005,Biscuits,Snacks,25,20,446,8,Tuesday,7,Monsoon,No,No
2025-07-15,P006,Milk,Dairy,25,30,244,5,Tuesday,7,Monsoon,No,No
2025-07-15,P007,Shampoo,Personal Care,16,180,263,10,Tuesday,7,Monsoon,No,No
2025-07-15,P008,Soap,Personal Care,26,40,461,9,Tuesday,7,Monsoon,No,No
2025-07-15,P009,Cold Drink,Beverages,25,50,157,8,Tuesday,7,Monsoon,No,No
2025-07-15,P010,Chips,Snacks,15,25,378,3,Tuesday,7,Monsoon,No,No
2025-07-15,P011,Detergent,Household,10,220,103,9,Tuesday,7,Monsoon,No,No
2025-07-15,P012,Flour,Grocery,24,60,119,7,Tuesday,7,Monsoon,No,No
2025-07-15,P013,Coffee,Beverages,10,250,460,8,Tuesday,7,Monsoon,No,No
2025-07-15,P014,Toothpaste,Personal Care,24,90,344,2,Tuesday,7,Monsoon,No,No
2025-07-15,P015,Instant Noodles,Food,12,35,439,5,Tuesday,7,Monsoon,No,No
2025-07-16,P001,Rice 5kg,Grocery,13,450,173,6,Wednesday,7,Monsoon,No,No
2025-07-16,P002,Sugar 1kg,Grocery,26,55,413,7,Wednesday,7,Monsoon,No,No
2025-07-16,P003,Tea Pack,Beverages,20,120,344,3,Wednesday,7,Monsoon,No,No
2025-07-16,P004,Cooking Oil,Grocery,18,180,461,6,Wednesday,7,Monsoon,No,No
2025-07-16,P005,Biscuits,Snacks,13,20,63,2,Wednesday,7,Monsoon,No,No
2025-07-16,P006,Milk,Dairy,15,30,407,10,Wednesday,7,Monsoon,No,No
2025-07-16,P007,Shampoo,Personal Care,26,180,204,7,Wednesday,7,Monsoon,No,No
2025-07-16,P008,Soap,Personal Care,23,40,458,4,Wednesday,7,Monsoon,No,No
2025-07-16,P009,Cold Drink,Beverages,14,50,251,8,Wednesday,7,Monsoon,No,No
2025-07-16,P010,Chips,Snacks,9,25,421,5,Wednesday,7,Monsoon,No,No
2025-07-16,P011,Detergent,Household,14,220,196,2,Wednesday,7,Monsoon,No,No
2025-07-16,P012,Flour,Grocery,24,60,406,7,Wednesday,7,Monsoon,No,No
2025-07-16,P013,Coffee,Beverages,18,250,196,3,Wednesday,7,Monsoon,No,No
2025-07-16,P014,Toothpaste,Personal Care,16,90,186,3,Wednesday,7,Monsoon,No,No
2025-07-16,P015,Instant Noodles,Food,9,35,489,7,Wednesday,7,Monsoon,No,No
2025-07-17,P001,Rice 5kg,Grocery,12,450,322,4,Thursday,7,Monsoon,No,No
2025-07-17,P002,Sugar 1kg,Grocery,12,55,155,10,Thursday,7,Monsoon,No,No
2025-07-17,P003,Tea Pack,Beverages,17,120,338,3,Thursday,7,Monsoon,No,No
2025-07-17,P004,Cooking Oil,Grocery,13,180,365,7,Thursday,7,Monsoon,No,No
2025-07-17,P005,Biscuits,Snacks,15,20,227,4,Thursday,7,Monsoon,No,No
2025-07-17,P006,Milk,Dairy,19,30,158,9,Thursday,7,Monsoon,No,No
2025-07-17,P007,Shampoo,Personal Care,15,180,258,10,Thursday,7,Monsoon,No,No
2025-07-17,P008,Soap,Personal Care,12,40,234,3,Thursday,7,Monsoon,No,No
2025-07-17,P009,Cold Drink,Beverages,20,50,437,4,Thursday,7,Monsoon,No,No
2025-07-17,P010,Chips,Snacks,19,25,213,3,Thursday,7,Monsoon,No,No
2025-07-17,P011,Detergent,Household,9,220,143,4,Thursday,7,Monsoon,No,No
2025-07-17,P012,Flour,Grocery,15,60,143,9,Thursday,7,Monsoon,No,No
2025-07-17,P013,Coffee,Beverages,22,250,239,5,Thursday,7,Monsoon,No,No
2025-07-17,P014,Toothpaste,Personal Care,9,90,250,4,Thursday,7,Monsoon,No,No
2025-07-17,P015,Instant Noodles,Food,13,35,337,5,Thursday,7,Monsoon,No,No
2025-07-18,P001,Rice 5kg,Grocery,22,450,76,7,Friday,7,Monsoon,No,No
2025-07-18,P002,Sugar 1kg,Grocery,9,55,182,9,Friday,7,Monsoon,No,No
2025-07-18,P003,Tea Pack,Beverages,13,120,410,9,Friday,7,Monsoon,No,No
2025-07-18,P004,Cooking Oil,Grocery,24,180,490,5,Friday,7,Monsoon,No,No
2025-07-18,P005,Biscuits,Snacks,12,20,464,7,Friday,7,Monsoon,No,No
2025-07-18,P006,Milk,Dairy,7,30,409,7,Friday,7,Monsoon,No,No
2025-07-18,P007,Shampoo,Personal Care,15,180,375,9,Friday,7,Monsoon,No,No
2025-07-18,P008,Soap,Personal Care,22,40,408,5,Friday,7,Monsoon,No,No
2025-07-18,P009,Cold Drink,Beverages,23,50,254,7,Friday,7,Monsoon,No,No
2025-07-18,P010,Chips,Snacks,12,25,255,8,Friday,7,Monsoon,No,No
2025-07-18,P011,Detergent,Household,17,220,125,9,Friday,7,Monsoon,No,No
2025-07-18,P012,Flour,Grocery,18,60,313,7,Friday,7,Monsoon,No,No
2025-07-18,P013,Coffee,Beverages,10,250,74,6,Friday,7,Monsoon,No,No
2025-07-18,P014,Toothpaste,Personal Care,18,90,296,9,Friday,7,Monsoon,No,No
2025-07-18,P015,Instant Noodles,Food,21,35,159,9,Friday,7,Monsoon,No,No
2025-07-19,P001,Rice 5kg,Grocery,14,450,264,9,Saturday,7,Monsoon,No,Yes
2025-07-19,P002,Sugar 1kg,Grocery,18,55,361,4,Saturday,7,Monsoon,No,Yes
2025-07-19,P003,Tea Pack,Beverages,20,120,402,5,Saturday,7,Monsoon,No,Yes
2025-07-19,P004,Cooking Oil,Grocery,33,180,215,5,Saturday,7,Monsoon,No,Yes
2025-07-19,P005,Biscuits,Snacks,37,20,226,6,Saturday,7,Monsoon,No,Yes
2025-07-19,P006,Milk,Dairy,13,30,140,8,Saturday,7,Monsoon,No,Yes
2025-07-19,P007,Shampoo,Personal Care,29,180,369,5,Saturday,7,Monsoon,No,Yes
2025-07-19,P008,Soap,Personal Care,12,40,291,7,Saturday,7,Monsoon,No,Yes
2025-07-19,P009,Cold Drink,Beverages,29,50,279,2,Saturday,7,Monsoon,No,Yes
2025-07-19,P010,Chips,Snacks,32,25,147,9,Saturday,7,Monsoon,No,Yes
2025-07-19,P011,Detergent,Household,18,220,199,6,Saturday,7,Monsoon,No,Yes
2025-07-19,P012,Flour,Grocery,27,60,267,5,Saturday,7,Monsoon,No,Yes
2025-07-19,P013,Coffee,Beverages,20,250,326,4,Saturday,7,Monsoon,No,Yes
2025-07-19,P014,Toothpaste,Personal Care,29,90,394,9,Saturday,7,Monsoon,No,Yes
2025-07-19,P015,Instant Noodles,Food,20,35,186,7,Saturday,7,Monsoon,No,Yes
2025-07-20,P001,Rice 5kg,Grocery,16,450,496,6,Sunday,7,Monsoon,No,Yes
2025-07-20,P002,Sugar 1kg,Grocery,30,55,190,10,Sunday,7,Monsoon,No,Yes
2025-07-20,P003,Tea Pack,Beverages,29,120,56,2,Sunday,7,Monsoon,No,Yes
2025-07-20,P004,Cooking Oil,Grocery,27,180,402,9,Sunday,7,Monsoon,No,Yes
2025-07-20,P005,Biscuits,Snacks,37,20,318,5,Sunday,7,Monsoon,No,Yes
2025-07-20,P006,Milk,Dairy,33,30,126,4,Sunday,7,Monsoon,No,Yes
2025-07-20,P007,Shampoo,Personal Care,23,180,465,9,Sunday,7,Monsoon,No,Yes
2025-07-20,P008,Soap,Personal Care,30,40,281,8,Sunday,7,Monsoon,No,Yes
2025-07-20,P009,Cold Drink,Beverages,13,50,313,3,Sunday,7,Monsoon,No,Yes
2025-07-20,P010,Chips,Snacks,36,25,316,10,Sunday,7,Monsoon,No,Yes
2025-07-20,P011,Detergent,Household,23,220,147,9,Sunday,7,Monsoon,No,Yes
2025-07-20,P012,Flour,Grocery,28,60,141,8,Sunday,7,Monsoon,No,Yes
2025-07-20,P013,Coffee,Beverages,33,250,161,3,Sunday,7,Monsoon,No,Yes
2025-07-20,P014,Toothpaste,Personal Care,17,90,451,3,Sunday,7,Monsoon,No,Yes
2025-07-20,P015,Instant Noodles,Food,20,35,296,8,Sunday,7,Monsoon,No,Yes
2025-07-21,P001,Rice 5kg,Grocery,10,450,400,6,Monday,7,Monsoon,No,No
2025-07-21,P002,Sugar 1kg,Grocery,10,55,286,4,Monday,7,Monsoon,No,No
2025-07-21,P003,Tea Pack,Beverages,18,120,166,7,Monday,7,Monsoon,No,No
2025-07-21,P004,Cooking Oil,Grocery,20,180,428,6,Monday,7,Monsoon,No,No
2025-07-21,P005,Biscuits,Snacks,16,20,325,3,Monday,7,Monsoon,No,No
2025-07-21,P006,Milk,Dairy,22,30,494,10,Monday,7,Monsoon,No,No
2025-07-21,P007,Shampoo,Personal Care,14,180,317,8,Monday,7,Monsoon,No,No
2025-07-21,P008,Soap,Personal Care,14,40,363,8,Monday,7,Monsoon,No,No
2025-07-21,P009,Cold Drink,Beverages,13,50,110,8,Monday,7,Monsoon,No,No
2025-07-21,P010,Chips,Snacks,19,25,349,2,Monday,7,Monsoon,No,No
2025-07-21,P011,Detergent,Household,15,220,177,7,Monday,7,Monsoon,No,No
2025-07-21,P012,Flour,Grocery,19,60,136,8,Monday,7,Monsoon,No,No
2025-07-21,P013,Coffee,Beverages,17,250,90,8,Monday,7,Monsoon,No,No
2025-07-21,P014,Toothpaste,Personal Care,14,90,301,8,Monday,7,Monsoon,No,No
2025-07-21,P015,Instant Noodles,Food,18,35,178,2,Monday,7,Monsoon,No,No
2025-07-22,P001,Rice 5kg,Grocery,20,450,265,4,Tuesday,7,Monsoon,No,No
2025-07-22,P002,Sugar 1kg,Grocery,11,55,111,2,Tuesday,7,Monsoon,No,No
2025-07-22,P003,Tea Pack,Beverages,22,120,226,9,Tuesday,7,Monsoon,No,No
2025-07-22,P004,Cooking Oil,Grocery,18,180,64,3,Tuesday,7,Monsoon,No,No
2025-07-22,P005,Biscuits,Snacks,11,20,140,2,Tuesday,7,Monsoon,No,No
2025-07-22,P006,Milk,Dairy,18,30,473,6,Tuesday,7,Monsoon,No,No
2025-07-22,P007,Shampoo,Personal Care,23,180,104,2,Tuesday,7,Monsoon,No,No
2025-07-22,P008,Soap,Personal Care,9,40,303,4,Tuesday,7,Monsoon,No,No
2025-07-22,P009,Cold Drink,Beverages,16,50,95,10,Tuesday,7,Monsoon,No,No
2025-07-22,P010,Chips,Snacks,24,25,408,4,Tuesday,7,Monsoon,No,No
2025-07-22,P011,Detergent,Household,23,220,109,2,Tuesday,7,Monsoon,No,No
2025-07-22,P012,Flour,Grocery,18,60,139,2,Tuesday,7,Monsoon,No,No
2025-07-22,P013,Coffee,Beverages,12,250,273,4,Tuesday,7,Monsoon,No,No
2025-07-22,P014,Toothpaste,Personal Care,15,90,478,10,Tuesday,7,Monsoon,No,No
2025-07-22,P015,Instant Noodles,Food,18,35,453,5,Tuesday,7,Monsoon,No,No
2025-07-23,P001,Rice 5kg,Grocery,18,450,267,6,Wednesday,7,Monsoon,No,No
2025-07-23,P002,Sugar 1kg,Grocery,23,55,113,9,Wednesday,7,Monsoon,No,No
2025-07-23,P003,Tea Pack,Beverages,8,120,357,9,Wednesday,7,Monsoon,No,No
2025-07-23,P004,Cooking Oil,Grocery,25,180,230,6,Wednesday,7,Monsoon,No,No
2025-07-23,P005,Biscuits,Snacks,11,20,197,6,Wednesday,7,Monsoon,No,No
2025-07-23,P006,Milk,Dairy,12,30,180,2,Wednesday,7,Monsoon,No,No
2025-07-23,P007,Shampoo,Personal Care,12,180,470,9,Wednesday,7,Monsoon,No,No
2025-07-23,P008,Soap,Personal Care,25,40,461,4,Wednesday,7,Monsoon,No,No
2025-07-23,P009,Cold Drink,Beverages,18,50,345,3,Wednesday,7,Monsoon,No,No
2025-07-23,P010,Chips,Snacks,16,25,284,6,Wednesday,7,Monsoon,No,No
2025-07-23,P011,Detergent,Household,23,220,216,7,Wednesday,7,Monsoon,No,No
2025-07-23,P012,Flour,Grocery,18,60,200,4,Wednesday,7,Monsoon,No,No
2025-07-23,P013,Coffee,Beverages,19,250,289,3,Wednesday,7,Monsoon,No,No
2025-07-23,P014,Toothpaste,Personal Care,6,90,493,9,Wednesday,7,Monsoon,No,No
2025-07-23,P015,Instant Noodles,Food,21,35,458,2,Wednesday,7,Monsoon,No,No
2025-07-24,P001,Rice 5kg,Grocery,12,450,428,3,Thursday,7,Monsoon,No,No
2025-07-24,P002,Sugar 1kg,Grocery,17,55,212,8,Thursday,7,Monsoon,No,No
2025-07-24,P003,Tea Pack,Beverages,8,120,235,6,Thursday,7,Monsoon,No,No
2025-07-24,P004,Cooking Oil,Grocery,8,180,338,2,Thursday,7,Monsoon,No,No
2025-07-24,P005,Biscuits,Snacks,11,20,442,8,Thursday,7,Monsoon,No,No
2025-07-24,P006,Milk,Dairy,20,30,273,7,Thursday,7,Monsoon,No,No
2025-07-24,P007,Shampoo,Personal Care,11,180,421,3,Thursday,7,Monsoon,No,No
2025-07-24,P008,Soap,Personal Care,15,40,310,7,Thursday,7,Monsoon,No,No
2025-07-24,P009,Cold Drink,Beverages,16,50,322,5,Thursday,7,Monsoon,No,No
2025-07-24,P010,Chips,Snacks,18,25,456,9,Thursday,7,Monsoon,No,No
2025-07-24,P011,Detergent,Household,24,220,108,8,Thursday,7,Monsoon,No,No
2025-07-24,P012,Flour,Grocery,17,60,495,10,Thursday,7,Monsoon,No,No
2025-07-24,P013,Coffee,Beverages,13,250,52,5,Thursday,7,Monsoon,No,No
2025-07-24,P014,Toothpaste,Personal Care,6,90,349,9,Thursday,7,Monsoon,No,No
2025-07-24,P015,Instant Noodles,Food,7,35,459,6,Thursday,7,Monsoon,No,No
2025-07-25,P001,Rice 5kg,Grocery,8,450,279,2,Friday,7,Monsoon,No,No
2025-07-25,P002,Sugar 1kg,Grocery,16,55,478,2,Friday,7,Monsoon,No,No
2025-07-25,P003,Tea Pack,Beverages,13,120,286,9,Friday,7,Monsoon,No,No
2025-07-25,P004,Cooking Oil,Grocery,28,180,380,6,Friday,7,Monsoon,No,No
2025-07-25,P005,Biscuits,Snacks,24,20,364,7,Friday,7,Monsoon,No,No
2025-07-25,P006,Milk,Dairy,8,30,263,2,Friday,7,Monsoon,No,No
2025-07-25,P007,Shampoo,Personal Care,21,180,215,2,Friday,7,Monsoon,No,No
2025-07-25,P008,Soap,Personal Care,24,40,67,9,Friday,7,Monsoon,No,No
2025-07-25,P009,Cold Drink,Beverages,18,50,440,10,Friday,7,Monsoon,No,No
2025-07-25,P010,Chips,Snacks,25,25,366,4,Friday,7,Monsoon,No,No
2025-07-25,P011,Detergent,Household,15,220,360,10,Friday,7,Monsoon,No,No
2025-07-25,P012,Flour,Grocery,10,60,52,7,Friday,7,Monsoon,No,No
2025-07-25,P013,Coffee,Beverages,11,250,441,4,Friday,7,Monsoon,No,No
2025-07-25,P014,Toothpaste,Personal Care,9,90,222,3,Friday,7,Monsoon,No,No
2025-07-25,P015,Instant Noodles,Food,24,35,174,4,Friday,7,Monsoon,No,No
2025-07-26,P001,Rice 5kg,Grocery,20,450,366,9,Saturday,7,Monsoon,No,Yes
2025-07-26,P002,Sugar 1kg,Grocery,28,55,84,5,Saturday,7,Monsoon,No,Yes
2025-07-26,P003,Tea Pack,Beverages,26,120,177,9,Saturday,7,Monsoon,No,Yes
2025-07-26,P004,Cooking Oil,Grocery,27,180,175,10,Saturday,7,Monsoon,No,Yes
2025-07-26,P005,Biscuits,Snacks,36,20,388,7,Saturday,7,Monsoon,No,Yes
2025-07-26,P006,Milk,Dairy,16,30,91,2,Saturday,7,Monsoon,No,Yes
2025-07-26,P007,Shampoo,Personal Care,14,180,460,4,Saturday,7,Monsoon,No,Yes
2025-07-26,P008,Soap,Personal Care,12,40,425,5,Saturday,7,Monsoon,No,Yes
2025-07-26,P009,Cold Drink,Beverages,16,50,274,10,Saturday,7,Monsoon,No,Yes
2025-07-26,P010,Chips,Snacks,39,25,364,5,Saturday,7,Monsoon,No,Yes
2025-07-26,P011,Detergent,Household,30,220,167,4,Saturday,7,Monsoon,No,Yes
2025-07-26,P012,Flour,Grocery,15,60,271,3,Saturday,7,Monsoon,No,Yes
2025-07-26,P013,Coffee,Beverages,16,250,166,6,Saturday,7,Monsoon,No,Yes
2025-07-26,P014,Toothpaste,Personal Care,29,90,374,7,Saturday,7,Monsoon,No,Yes
2025-07-26,P015,Instant Noodles,Food,11,35,295,8,Saturday,7,Monsoon,No,Yes
2025-07-27,P001,Rice 5kg,Grocery,14,450,95,8,Sunday,7,Monsoon,No,Yes
2025-07-27,P002,Sugar 1kg,Grocery,29,55,77,5,Sunday,7,Monsoon,No,Yes
2025-07-27,P003,Tea Pack,Beverages,28,120,229,2,Sunday,7,Monsoon,No,Yes
